#Wave		#Intensity
2073.742188	530.310852
2072.101562	533.358643
2070.460938	524.092041
2068.818359	543.769897
2067.177734	507.094666
2065.535156	535.901917
2063.892578	508.378296
2062.250000	553.910706
2060.607422	532.481201
2058.962891	523.229919
2057.318359	529.189514
2055.673828	554.910217
2054.029297	487.902161
2052.384766	519.698792
2050.738281	518.057373
2049.093750	530.086548
2047.447266	498.073090
2045.800781	464.556488
2044.152344	509.981323
2042.505859	471.925323
2040.857422	500.639038
2039.208984	509.621765
2037.560547	471.592590
2035.912109	498.770050
2034.261719	515.325134
2032.611328	483.382568
2030.962891	484.783905
2029.310547	472.553192
2027.660156	490.613007
2026.009766	505.636505
2024.357422	454.057800
2022.705078	449.411560
2021.052734	482.587891
2019.400391	493.061676
2017.746094	486.897400
2016.091797	515.506226
2014.437500	473.066071
2012.783203	457.844543
2011.128906	447.162170
2009.474609	512.001221
2007.818359	471.111633
2006.162109	514.779907
2004.505859	531.260864
2002.849609	511.520233
2001.191406	473.686188
1999.533203	478.099518
1997.875000	465.924438
1996.216797	465.814972
1994.558594	507.905426
1992.900391	450.528320
1991.240234	463.980377
1989.580078	489.474670
1987.919922	486.348267
1986.259766	495.266266
1984.597656	502.675018
1982.935547	484.501007
1981.275391	520.490601
1979.611328	464.722076
1977.949219	455.591309
1976.287109	459.994080
1974.623047	455.377380
1972.958984	488.326385
1971.294922	443.146027
1969.630859	428.023590
1967.964844	438.433502
1966.300781	484.865631
1964.634766	438.227631
1962.968750	432.123047
1961.300781	453.022644
1959.634766	419.922394
1957.966797	458.807434
1956.298828	443.709564
1954.630859	464.586731
1952.962891	442.002930
1951.292969	440.401215
1949.625000	450.781128
1947.955078	426.719177
1946.285156	416.140656
1944.613281	411.553314
1942.943359	403.975677
1941.271484	379.947174
1939.599609	415.750122
1937.927734	405.186462
1936.255859	429.008209
1934.582031	373.612854
1932.910156	376.513367
1931.236328	391.362518
1929.562500	443.539673
1927.886719	370.276184
1926.212891	376.160095
1924.537109	335.778442
1922.861328	395.379578
1921.185547	405.728363
1919.509766	369.842010
1917.832031	392.119476
