"wavelength","absorbance"
351.1520737327189,0.9600000000000001
352.3041474654378,0.9600000000000001
353.4562211981567,0.9986122448979593
354.60829493087556,1.0389795918367348
355.7603686635945,1.0214285714285716
356.91244239631334,0.986326530612245
358.06451612903226,0.9907142857142859
359.2165898617512,0.9731632653061225
360.36866359447004,0.9907142857142859
361.52073732718895,1.0038775510204083
362.6728110599078,0.986326530612245
363.82488479262673,0.9600000000000001
364.9769585253456,0.9556122448979593
366.1290322580645,0.9819387755102041
367.28110599078343,0.9951020408163267
368.4331797235023,0.986326530612245
369.5852534562212,0.9819387755102041
370.73732718894007,0.9775510204081633
371.889400921659,0.9994897959183675
373.04147465437785,0.9687755102040817
374.19354838709677,0.998027210884354
375.3456221198157,1.0214285714285716
376.49769585253455,1.0170408163265308
377.64976958525347,1.0038775510204083
378.8018433179723,1.0302040816326532
379.95391705069125,1.0214285714285716
381.1059907834101,1.034591836734694
382.258064516129,1.0653061224489797
383.41013824884794,1.0433673469387756
384.5622119815668,1.060918367346939
385.7142857142857,1.0784693877551021
386.8663594470046,1.0960204081632654
388.0184331797235,1.1179591836734695
389.17050691244236,1.104795918367347
390.3225806451613,1.0784693877551021
391.4746543778802,1.082857142857143
392.62672811059906,1.060918367346939
393.778801843318,1.0389795918367348
394.93087557603684,1.0389795918367348
396.08294930875576,1.0696938775510205
397.2350230414747,1.0389795918367348
398.38709677419354,1.0389795918367348
399.53917050691246,1.034591836734694
400.6912442396313,1.0302040816326532
401.84331797235023,0.9819387755102041
402.9953917050691,0.9819387755102041
404.147465437788,0.9512244897959184
405.29953917050693,0.938061224489796
406.4516129032258,0.9248979591836736
407.6036866359447,0.9424489795918368
408.7557603686636,0.9117346938775511
409.9078341013825,0.8810204081632654
411.05990783410135,0.8590816326530614
412.21198156682027,0.8459183673469388
413.3640552995392,0.8371428571428572
414.51612903225805,0.8239795918367347
415.66820276497697,0.8195918367346939
416.82027649769583,0.8459183673469388
417.97235023041475,0.8108163265306123
419.1244239631336,0.7844897959183674
420.2764976958525,0.8064285714285715
421.42857142857144,0.8195918367346939
422.5806451612903,0.8459183673469388
423.7327188940092,0.8327551020408164
424.8847926267281,0.8371428571428572
426.036866359447,0.8722448979591838
427.18894009216586,0.8459183673469388
428.3410138248848,0.8239795918367347
429.4930875576037,0.8064285714285715
430.64516129032256,0.8108163265306123
431.7972350230415,0.8195918367346939
432.94930875576034,0.8195918367346939
434.10138248847926,0.7976530612244899
435.2534562211981,0.7888775510204082
436.40552995391704,0.793265306122449
437.55760368663596,0.7757142857142858
438.7096774193548,0.7493877551020409
439.86175115207374,0.7450000000000001
441.0138248847926,0.723061224489796
442.1658986175115,0.7055102040816327
443.3179723502304,0.696734693877551
444.4700460829493,0.6835714285714286
445.6221198156682,0.6616326530612245
446.7741935483871,0.6440816326530614
447.926267281106,0.6660204081632654
449.07834101382485,0.6572448979591838
450.2304147465438,0.6353061224489798
451.3824884792627,0.6089795918367348
452.53456221198155,0.6177551020408164
453.68663594470047,0.6396938775510206
454.83870967741933,0.6309183673469388
455.99078341013825,0.5958163265306123
457.1428571428571,0.5738775510204083
458.29493087557603,0.604591836734694
459.4470046082949,0.6177551020408164
460.5990783410138,0.5914285714285715
461.7511520737327,0.5738775510204083
462.90322580645164,0.5694897959183675
464.05529953917045,0.5694897959183675
465.20737327188937,0.556326530612245
466.3594470046083,0.5782653061224491
467.5115207373272,0.5782653061224491
468.6635944700461,0.5958163265306123
469.8156682027649,0.5958163265306123
470.96774193548384,0.5651020408163266
472.11981566820276,0.5651020408163266
473.2718894009217,0.5870408163265307
474.4239631336405,0.5694897959183675
475.5760368663594,0.5826530612244899
476.7281105990783,0.5914285714285715
477.88018433179724,0.5782653061224491
479.03225806451616,0.5387755102040818
480.18433179723496,0.5431632653061226
481.3364055299539,0.5387755102040818
482.4884792626728,0.534387755102041
483.6405529953917,0.5431632653061226
484.79262672811063,0.5212244897959184
485.94470046082944,0.49928571428571433
487.09677419354836,0.4861224489795919
488.2488479262673,0.4948979591836735
489.4009216589862,0.5212244897959184
490.5529953917051,0.5431632653061226
491.7050691244239,0.5387755102040818
492.85714285714283,0.5212244897959184
494.00921658986175,0.4948979591836735
495.16129032258067,0.5256122448979592
496.3133640552995,0.5431632653061226
497.4654377880184,0.508061224489796
498.6175115207373,0.4861224489795919
499.7695852534562,0.5036734693877551
500.92165898617515,0.5168367346938776
502.07373271889395,0.5212244897959184
503.22580645161287,0.5168367346938776
504.3778801843318,0.5300000000000001
